Tick,Time,Agent,Intent,Stress,Trust,TaskProgress,Suspect,IsFallback
12,13:30,Alice,SOCIALIZE,2,7.0,100,DAVE,False
12,13:30,Dave,SOCIALIZE,3,7.0,100,BOB,False
12,13:30,Mark,SOCIALIZE,4,7.0,100,DAVE,False
13,14:00,Mark,SOCIALIZE,2,7.0,100,DAVE,False
13,14:00,Dave,SOCIALIZE,1,7.0,100,BOB,False
13,14:00,Alice,SOCIALIZE,2,7.0,100,DAVE,False
13,14:00,Bob,SOCIALIZE,7,7.0,100,DAVE,False
14,14:30,Alice,SOCIALIZE,3,7.0,100,DAVE,False
14,14:30,Dave,SOCIALIZE,4,7.0,100,BOB,False
14,14:30,Bob,SOCIALIZE,3,7.0,100,DAVE,False
14,14:30,Mark,SOCIALIZE,4,7.0,100,DAVE,False
15,15:00,Mark,SOCIALIZE,8,7.0,100,DAVE,False
15,15:00,Alice,SOCIALIZE,3,7.0,100,DAVE,False
15,15:00,Bob,SOCIALIZE,4,7.0,100,DAVE,False
15,15:00,Dave,SOCIALIZE,7,7.0,100,BOB,False
16,15:30,Mark,SOCIALIZE,3,7.0,100,DAVE,False
16,15:30,Alice,SOCIALIZE,4,7.0,100,DAVE,False
16,15:30,Dave,SOCIALIZE,4,7.0,100,BOB,False
16,15:30,Bob,SOCIALIZE,3,7.0,100,DAVE,False
17,16:00,Mark,SOCIALIZE,5,7.0,100,DAVE,False
17,16:00,Alice,SOCIALIZE,3,7.0,100,DAVE,False
17,16:00,Dave,SOCIALIZE,3,7.0,100,BOB,False
17,16:00,Bob,SOCIALIZE,8,7.0,100,DAVE,False
18,16:30,Mark,SOCIALIZE,8,7.0,100,DAVE,False
18,16:30,Dave,SOCIALIZE,2,7.0,100,BOB,False
18,16:30,Alice,SOCIALIZE,3,7.0,100,DAVE,False
18,16:30,Bob,DEEP_WORK,5,7.0,100,NONE,True
19,17:00,Bob,SOCIALIZE,4,7.0,100,DAVE,False
19,17:00,Dave,SOCIALIZE,3,7.0,100,BOB,False
19,17:00,Alice,SOCIALIZE,3,7.0,100,DAVE,False
19,17:00,Mark,SOCIALIZE,2,7.0,100,DAVE,False
20,17:30,Alice,SOCIALIZE,3,7.0,100,DAVE,False
20,17:30,Mark,SOCIALIZE,2,7.0,100,DAVE,False
20,17:30,Bob,SOCIALIZE,2,7.0,100,DAVE,False
20,17:30,Dave,SOCIALIZE,4,7.0,100,BOB,False
21,18:00,Alice,SOCIALIZE,2,7.0,100,DAVE,False
21,18:00,Mark,SOCIALIZE,6,7.0,100,DAVE,False
21,18:00,Bob,SOCIALIZE,5,7.0,100,DAVE,False
21,18:00,Dave,SOCIALIZE,3,7.0,100,BOB,False
22,08:00,Dave,DEEP_WORK,4,7.0,20,BOB,False
22,08:00,Bob,DEEP_WORK,8,7.0,19,DAVE,False
22,08:00,Alice,DEEP_WORK,1,7.0,24,DAVE,False
22,08:00,Mark,DEEP_WORK,9,7.0,24,DAVE,False
23,08:30,Dave,DEEP_WORK,4,7.0,43,BOB,False
23,08:30,Mark,DEEP_WORK,9,7.0,46,DAVE,False
23,08:30,Alice,DEEP_WORK,3,7.0,43,DAVE,False
23,08:30,Bob,DEEP_WORK,5,7.0,41,NONE,True
24,09:00,Dave,DEEP_WORK,3,7.0,61,BOB,False
24,09:00,Mark,DEEP_WORK,8,7.0,66,DAVE,False
24,09:00,Alice,DEEP_WORK,4,7.0,64,DAVE,False
24,09:00,Bob,COLLABORATE,8,7.0,46,DAVE,False
25,09:30,Alice,DEEP_WORK,3,7.0,87,DAVE,False
25,09:30,Mark,DEEP_WORK,8,7.0,88,DAVE,False
25,09:30,Dave,DEEP_WORK,8,7.0,76,BOB,False
25,09:30,Bob,DEEP_WORK,6,7.0,61,DAVE,False
26,10:00,Bob,MITIGATE,10,7.0,9,DAVE,False
26,10:00,Alice,MITIGATE,9,7.0,8,DAVE,False
26,10:00,Dave,MITIGATE,10,7.0,8,BOB,False
26,10:00,Mark,MITIGATE,9,7.0,9,BOB,False
27,10:30,Dave,MITIGATE,9,7.0,17,BOB,False
27,10:30,Alice,MITIGATE,9,7.0,16,BOB,False
27,10:30,Mark,DEEP_WORK,8,7.0,32,NONE,True
27,10:30,Bob,DEEP_WORK,8,7.0,24,NONE,True
28,11:00,Mark,ESCALATE,9,7.0,34,DAVE,False
28,11:00,Bob,TRIAGE,9,7.0,40,DAVE,False
28,11:00,Dave,MITIGATE,9,7.0,26,BOB,False
28,11:00,Alice,DEEP_WORK,8,7.0,33,NONE,True
29,11:30,Dave,MITIGATE,9,7.0,33,BOB,False
29,11:30,Alice,DEEP_WORK,8,7.0,49,NONE,True
29,11:30,Mark,DEEP_WORK,8,7.0,58,NONE,True
29,11:30,Bob,DEEP_WORK,8,7.0,55,NONE,True
30,12:00,Mark,MITIGATE,10,7.0,64,BOB,False
30,12:00,Dave,MITIGATE,10,7.0,43,BOB,False
30,12:00,Alice,DEEP_WORK,8,7.0,73,NONE,True
30,12:00,Bob,MITIGATE,9,7.0,64,NONE,False
31,12:30,Dave,MITIGATE,9,7.0,50,NONE,False
31,12:30,Alice,DEEP_WORK,8,7.0,95,NONE,True
31,12:30,Bob,MITIGATE,10,7.0,72,DAVE,False
31,12:30,Mark,ESCALATE,10,7.0,69,BOB,False
32,13:00,Bob,MITIGATE,9,7.0,79,DAVE,False
32,13:00,Dave,DEEP_WORK,8,7.0,74,NONE,True
32,13:00,Mark,ESCALATE,10,7.0,73,DAVE,False
32,13:00,Alice,MITIGATE,9,7.0,87,BOB,False
33,13:30,Alice,TRIAGE,10,7.0,100,BOB,False
33,13:30,Mark,ESCALATE,8,7.0,77,DAVE,False
33,13:30,Dave,MITIGATE,9,7.0,82,BOB,False
33,13:30,Bob,DEEP_WORK,8,7.0,61,NONE,True
34,14:00,Bob,MITIGATE,9,7.0,66,DAVE,False
34,14:00,Dave,DEEP_WORK,8,7.0,76,NONE,True
34,14:00,Alice,DEEP_WORK,8,7.0,100,NONE,True
34,14:00,Mark,DEEP_WORK,8,7.0,94,NONE,True
35,14:30,Bob,ESCALATE,9,7.0,68,DAVE,False
35,14:30,Alice,DEEP_WORK,8,7.0,100,NONE,True
35,14:30,Dave,DEEP_WORK,8,7.0,95,NONE,True
35,14:30,Mark,DEEP_WORK,8,7.0,88,NONE,True
36,15:00,Bob,MITIGATE,9,7.0,74,DAVE,False
36,15:00,Dave,DEEP_WORK,9,7.0,100,NONE,False
36,15:00,Alice,DEEP_WORK,8,7.0,100,NONE,True
36,15:00,Mark,DEEP_WORK,8,7.0,100,NONE,True
37,15:30,Mark,DEEP_WORK,8,7.0,100,NONE,True
37,15:30,Alice,DEEP_WORK,8,7.0,100,NONE,True
37,15:30,Bob,MITIGATE,9,7.0,80,DAVE,False
37,15:30,Dave,DEEP_WORK,8,7.0,100,NONE,True
38,16:00,Bob,ESCALATE,10,7.0,81,DAVE,False
38,16:00,Dave,DEEP_WORK,8,7.0,100,NONE,True
38,16:00,Mark,DEEP_WORK,8,7.0,100,NONE,True
38,16:00,Alice,DEEP_WORK,8,7.0,100,NONE,True
39,16:30,Dave,DEEP_WORK,8,7.0,100,NONE,True
39,16:30,Alice,DEEP_WORK,8,7.0,100,NONE,True
39,16:30,Bob,DEEP_WORK,8,7.0,99,NONE,True
39,16:30,Mark,DEEP_WORK,8,7.0,100,NONE,True
40,17:00,Bob,MITIGATE,9,7.0,100,DAVE,False
40,17:00,Alice,DEEP_WORK,8,7.0,100,NONE,True
40,17:00,Dave,DEEP_WORK,8,7.0,100,NONE,True
40,17:00,Mark,DEEP_WORK,8,7.0,100,NONE,True
