Tick,Time,Agent,Intent,Stress,Trust,TaskProgress,Suspect,IsFallback
13,14:00,Bob,SOCIALIZE,6,7.0,100,DAVE,False
13,14:00,Alice,DEEP_WORK,2,7.0,100,NONE,False
14,14:30,Alice,SOCIALIZE,3,7.0,100,DAVE,False
14,14:30,Mark,SOCIALIZE,4,7.0,100,BOB,False
14,14:30,Dave,SOCIALIZE,4,7.0,100,BOB,False
14,14:30,Bob,DEEP_WORK,2,7.0,100,NONE,False
15,15:00,Bob,SOCIALIZE,3,7.0,100,MARK,False
15,15:00,Dave,SOCIALIZE,2,7.0,100,BOB,False
15,15:00,Alice,SOCIALIZE,2,7.0,100,NONE,False
15,15:00,Mark,SOCIALIZE,2,7.0,100,BOB,False
16,15:30,Mark,SOCIALIZE,2,7.0,100,BOB,False
16,15:30,Dave,SOCIALIZE,2,7.0,100,BOB,False
16,15:30,Alice,SOCIALIZE,3,7.0,100,BOB,False
16,15:30,Bob,DEEP_WORK,5,7.0,100,NONE,True
17,16:00,Dave,MITIGATE,9,7.0,7,BOB,False
17,16:00,Mark,MITIGATE,9,7.0,8,BOB,False
17,16:00,Bob,DEEP_WORK,8,7.0,20,NONE,True
17,16:00,Alice,MITIGATE,9,7.0,6,BOB,False
18,16:30,Alice,MITIGATE,9,7.0,16,BOB,False
18,16:30,Mark,MITIGATE,9,7.0,15,BOB,False
18,16:30,Dave,DEEP_WORK,8,7.0,31,NONE,True
18,16:30,Bob,DEEP_WORK,8,7.0,45,NONE,True
19,17:00,Alice,ESCALATE,9,7.0,19,BOB,False
19,17:00,Mark,ANALYZE,9,7.0,28,BOB,False
19,17:00,Dave,TRIAGE,9,7.0,47,BOB,False
19,17:00,Bob,DEEP_WORK,8,7.0,62,NONE,True
20,17:30,Mark,MITIGATE,9,7.0,35,BOB,False
20,17:30,Bob,ANALYZE,8,7.0,73,ALICE,False
20,17:30,Dave,DEEP_WORK,8,7.0,72,NONE,True
20,17:30,Alice,DEEP_WORK,8,7.0,42,NONE,True
21,18:00,Dave,ANALYZE,9,7.0,84,BOB,False
21,18:00,Mark,MITIGATE,9,7.0,41,BOB,False
21,18:00,Alice,DEEP_WORK,8,7.0,66,NONE,True
21,18:00,Bob,DEEP_WORK,8,7.0,91,NONE,True
22,08:00,Mark,DEEP_WORK,6,7.0,23,BOB,False
22,08:00,Dave,DEEP_WORK,2,7.0,16,BOB,False
22,08:00,Alice,DEEP_WORK,3,7.0,20,BOB,False
22,08:00,Bob,DEEP_WORK,5,7.0,15,NONE,False
23,08:30,Dave,DEEP_WORK,8,7.0,32,BOB,False
23,08:30,Alice,DEEP_WORK,8,7.0,40,BOB,False
23,08:30,Mark,DEEP_WORK,9,7.0,42,BOB,False
23,08:30,Bob,DEEP_WORK,3,7.0,39,MARK,False
24,09:00,Dave,DEEP_WORK,8,7.0,50,BOB,False
24,09:00,Alice,DEEP_WORK,2,7.0,56,BOB,False
24,09:00,Mark,DEEP_WORK,9,7.0,66,BOB,False
24,09:00,Bob,DEEP_WORK,5,7.0,64,MARK,False
25,09:30,Dave,DEEP_WORK,8,7.0,71,BOB,False
25,09:30,Alice,DEEP_WORK,3,7.0,77,BOB,False
25,09:30,Mark,DEEP_WORK,9,7.0,82,BOB,False
25,09:30,Bob,DEEP_WORK,8,7.0,85,MARK,False
26,10:00,Mark,DEEP_WORK,3,7.0,100,BOB,False
26,10:00,Dave,DEEP_WORK,8,7.0,89,BOB,False
26,10:00,Alice,DEEP_WORK,4,7.0,100,BOB,False
26,10:00,Bob,DEEP_WORK,5,7.0,100,DAVE,False
27,10:30,Dave,DEEP_WORK,10,7.0,100,BOB,False
27,10:30,Alice,SOCIALIZE,3,7.0,100,BOB,False
27,10:30,Mark,SOCIALIZE,6,7.0,100,BOB,False
27,10:30,Bob,SOCIALIZE,3,7.0,100,MARK,False
28,11:00,Mark,SOCIALIZE,6,7.0,100,BOB,False
28,11:00,Dave,SOCIALIZE,5,7.0,100,BOB,False
28,11:00,Alice,SOCIALIZE,3,7.0,100,BOB,False
28,11:00,Bob,SOCIALIZE,4,7.0,100,ALICE,False
29,11:30,Mark,SOCIALIZE,2,7.0,100,BOB,False
29,11:30,Alice,SOCIALIZE,3,7.0,100,BOB,False
29,11:30,Bob,SOCIALIZE,3,7.0,100,MARK,False
29,11:30,Dave,SOCIALIZE,5,7.0,100,BOB,False
30,12:00,Dave,SOCIALIZE,3,7.0,100,BOB,False
30,12:00,Alice,SOCIALIZE,3,7.0,100,BOB,False
30,12:00,Mark,SOCIALIZE,3,7.0,100,BOB,False
30,12:00,Bob,SOCIALIZE,5,7.0,100,MARK,False
31,12:30,Dave,SOCIALIZE,2,7.0,100,BOB,False
31,12:30,Bob,SOCIALIZE,3,7.0,100,MARK,False
31,12:30,Mark,SOCIALIZE,8,7.0,100,BOB,False
31,12:30,Alice,SOCIALIZE,3,7.0,100,BOB,False
32,13:00,Dave,SOCIALIZE,2,7.0,100,BOB,False
32,13:00,Alice,SOCIALIZE,3,7.0,100,BOB,False
32,13:00,Mark,SOCIALIZE,4,7.0,100,BOB,False
32,13:00,Bob,SOCIALIZE,9,7.0,100,MARK,False
33,13:30,Mark,SOCIALIZE,3,7.0,100,BOB,False
33,13:30,Alice,SOCIALIZE,3,7.0,100,BOB,False
33,13:30,Dave,SOCIALIZE,3,7.0,100,BOB,False
33,13:30,Bob,SOCIALIZE,4,7.0,100,MARK,False
34,14:00,Dave,SOCIALIZE,3,7.0,100,BOB,False
34,14:00,Mark,SOCIALIZE,4,7.0,100,BOB,False
34,14:00,Alice,SOCIALIZE,7,7.0,100,BOB,False
34,14:00,Bob,SOCIALIZE,6,7.0,100,MARK,False
35,14:30,Alice,SOCIALIZE,4,7.0,100,BOB,False
35,14:30,Mark,SOCIALIZE,8,7.0,100,BOB,False
35,14:30,Bob,SOCIALIZE,2,7.0,100,MARK,False
35,14:30,Dave,SOCIALIZE,3,7.0,100,BOB,False
36,15:00,Mark,SOCIALIZE,8,7.0,100,BOB,False
36,15:00,Alice,SOCIALIZE,8,7.0,100,BOB,False
36,15:00,Dave,SOCIALIZE,8,7.0,100,BOB,False
36,15:00,Bob,SOCIALIZE,5,7.0,100,MARK,False
37,15:30,Dave,SOCIALIZE,3,7.0,100,BOB,False
37,15:30,Alice,SOCIALIZE,3,7.0,100,BOB,False
37,15:30,Mark,SOCIALIZE,3,7.0,100,BOB,False
37,15:30,Bob,SOCIALIZE,9,7.0,100,MARK,False
38,16:00,Dave,SOCIALIZE,3,7.0,100,BOB,False
38,16:00,Mark,SOCIALIZE,5,7.0,100,BOB,False
38,16:00,Alice,SOCIALIZE,2,7.0,100,BOB,False
38,16:00,Bob,SOCIALIZE,3,7.0,100,MARK,False
39,16:30,Mark,SOCIALIZE,2,7.0,100,BOB,False
39,16:30,Dave,SOCIALIZE,2,7.0,100,BOB,False
39,16:30,Alice,SOCIALIZE,3,7.0,100,BOB,False
39,16:30,Bob,DEEP_WORK,5,7.0,100,NONE,True
40,17:00,Alice,SOCIALIZE,3,7.0,100,BOB,False
40,17:00,Dave,SOCIALIZE,4,7.0,100,BOB,False
40,17:00,Mark,SOCIALIZE,5,7.0,100,BOB,False
40,17:00,Bob,DEEP_WORK,5,7.0,100,NONE,True
41,17:30,Dave,SOCIALIZE,1,7.0,100,BOB,False
41,17:30,Mark,SOCIALIZE,3,7.0,100,BOB,False
41,17:30,Alice,SOCIALIZE,3,7.0,100,BOB,False
41,17:30,Bob,SOCIALIZE,3,7.0,100,MARK,False
42,18:00,Dave,SOCIALIZE,3,7.0,100,BOB,False
42,18:00,Mark,SOCIALIZE,4,7.0,100,BOB,False
42,18:00,Alice,SOCIALIZE,2,7.0,100,BOB,False
42,18:00,Bob,SOCIALIZE,5,7.0,100,MARK,False
43,08:00,Dave,DEEP_WORK,7,7.0,15,BOB,False
43,08:00,Mark,DEEP_WORK,8,7.0,16,BOB,False
43,08:00,Alice,DEEP_WORK,2,7.0,16,BOB,False
43,08:00,Bob,DEEP_WORK,4,7.0,15,MARK,False
44,08:30,Dave,DEEP_WORK,9,7.0,31,BOB,False
44,08:30,Mark,DEEP_WORK,9,7.0,41,BOB,False
44,08:30,Alice,DEEP_WORK,2,7.0,37,BOB,False
44,08:30,Bob,DEEP_WORK,10,7.0,31,MARK,False
45,09:00,Dave,DEEP_WORK,8,7.0,46,BOB,False
45,09:00,Alice,DEEP_WORK,4,7.0,58,BOB,False
45,09:00,Bob,DEEP_WORK,8,7.0,51,MARK,False
45,09:00,Mark,DEEP_WORK,9,7.0,63,BOB,False
46,09:30,Alice,DEEP_WORK,7,7.0,74,BOB,False
46,09:30,Dave,DEEP_WORK,4,7.0,68,BOB,False
46,09:30,Mark,DEEP_WORK,9,7.0,79,BOB,False
46,09:30,Bob,DEEP_WORK,3,7.0,71,MARK,False
47,10:00,Bob,DEEP_WORK,8,7.0,94,MARK,False
47,10:00,Mark,DEEP_WORK,9,7.0,96,BOB,False
47,10:00,Dave,DEEP_WORK,8,7.0,93,BOB,False
47,10:00,Alice,DEEP_WORK,8,7.0,90,BOB,False
48,10:30,Mark,DEEP_WORK,9,7.0,100,BOB,False
48,10:30,Dave,DEEP_WORK,4,7.0,100,BOB,False
48,10:30,Alice,DEEP_WORK,7,7.0,100,BOB,False
48,10:30,Bob,DEEP_WORK,8,7.0,100,MARK,False
49,11:00,Alice,SOCIALIZE,3,7.0,100,BOB,False
49,11:00,Dave,SOCIALIZE,3,7.0,100,BOB,False
49,11:00,Mark,SOCIALIZE,7,7.0,100,BOB,False
49,11:00,Bob,DEEP_WORK,5,7.0,100,NONE,True
50,11:30,Alice,SOCIALIZE,2,7.0,100,BOB,False
50,11:30,Mark,SOCIALIZE,4,7.0,100,BOB,False
50,11:30,Dave,SOCIALIZE,2,7.0,100,BOB,False
50,11:30,Bob,DEEP_WORK,5,7.0,100,NONE,True
51,12:00,Mark,SOCIALIZE,2,7.0,100,BOB,False
51,12:00,Dave,SOCIALIZE,1,7.0,100,BOB,False
51,12:00,Alice,SOCIALIZE,4,7.0,100,BOB,False
51,12:00,Bob,DEEP_WORK,5,7.0,100,NONE,True
52,12:30,Dave,SOCIALIZE,2,7.0,100,BOB,False
52,12:30,Mark,SOCIALIZE,3,7.0,100,BOB,False
52,12:30,Alice,SOCIALIZE,3,7.0,100,BOB,False
52,12:30,Bob,SOCIALIZE,2,7.0,100,MARK,False
53,13:00,Dave,SOCIALIZE,1,7.0,100,BOB,False
53,13:00,Alice,SOCIALIZE,3,7.0,100,BOB,False
53,13:00,Mark,SOCIALIZE,3,7.0,100,BOB,False
53,13:00,Bob,SOCIALIZE,5,7.0,100,MARK,False
54,13:30,Alice,SOCIALIZE,4,7.0,100,BOB,False
54,13:30,Dave,SOCIALIZE,3,7.0,100,BOB,False
54,13:30,Mark,SOCIALIZE,4,7.0,100,BOB,False
54,13:30,Bob,DEEP_WORK,5,7.0,100,NONE,True
55,14:00,Mark,SOCIALIZE,5,7.0,100,BOB,False
55,14:00,Dave,SOCIALIZE,2,7.0,100,BOB,False
55,14:00,Alice,SOCIALIZE,2,7.0,100,BOB,False
55,14:00,Bob,SOCIALIZE,3,7.0,100,MARK,False
56,14:30,Alice,SOCIALIZE,8,7.0,100,BOB,False
56,14:30,Dave,SOCIALIZE,2,7.0,100,BOB,False
56,14:30,Mark,SOCIALIZE,4,7.0,100,BOB,False
56,14:30,Bob,SOCIALIZE,3,7.0,100,MARK,False
57,15:00,Mark,SOCIALIZE,3,7.0,100,BOB,False
57,15:00,Dave,SOCIALIZE,3,7.0,100,BOB,False
57,15:00,Alice,SOCIALIZE,1,7.0,100,BOB,False
57,15:00,Bob,SOCIALIZE,8,7.0,100,MARK,False
58,15:30,Mark,SOCIALIZE,2,7.0,100,BOB,False
58,15:30,Alice,SOCIALIZE,2,7.0,100,BOB,False
58,15:30,Dave,SOCIALIZE,3,7.0,100,BOB,False
58,15:30,Bob,DEEP_WORK,5,7.0,100,NONE,True
59,16:00,Alice,SOCIALIZE,2,7.0,100,BOB,False
59,16:00,Mark,SOCIALIZE,3,7.0,100,BOB,False
59,16:00,Dave,SOCIALIZE,2,7.0,100,BOB,False
59,16:00,Bob,SOCIALIZE,9,7.0,100,MARK,False
60,16:30,Dave,SOCIALIZE,2,7.0,100,BOB,False
60,16:30,Alice,SOCIALIZE,3,7.0,100,BOB,False
60,16:30,Bob,SOCIALIZE,5,7.0,100,MARK,False
60,16:30,Mark,SOCIALIZE,5,7.0,100,BOB,False
61,17:00,Dave,SOCIALIZE,4,7.0,100,BOB,False
61,17:00,Mark,SOCIALIZE,8,7.0,100,BOB,False
61,17:00,Alice,SOCIALIZE,5,7.0,100,BOB,False
61,17:00,Bob,SOCIALIZE,3,7.0,100,MARK,False
62,17:30,Mark,SOCIALIZE,8,7.0,100,BOB,False
62,17:30,Alice,SOCIALIZE,2,7.0,100,BOB,False
62,17:30,Bob,SOCIALIZE,1,7.0,100,MARK,False
62,17:30,Dave,SOCIALIZE,3,7.0,100,BOB,False
63,18:00,Alice,SOCIALIZE,2,7.0,100,BOB,False
63,18:00,Mark,SOCIALIZE,4,7.0,100,BOB,False
63,18:00,Bob,SOCIALIZE,2,7.0,100,MARK,False
63,18:00,Dave,SOCIALIZE,3,7.0,100,BOB,False
64,08:00,Alice,DEEP_WORK,3,7.0,25,BOB,False
64,08:00,Mark,DEEP_WORK,5,7.0,19,BOB,False
64,08:00,Bob,DEEP_WORK,6,7.0,20,MARK,False
64,08:00,Dave,DEEP_WORK,4,7.0,25,BOB,False
65,08:30,Mark,DEEP_WORK,8,7.0,39,BOB,False
65,08:30,Dave,DEEP_WORK,8,7.0,42,BOB,False
65,08:30,Alice,DEEP_WORK,3,7.0,40,BOB,False
65,08:30,Bob,DEEP_WORK,8,7.0,39,MARK,False
66,09:00,Mark,DEEP_WORK,8,7.0,60,BOB,False
66,09:00,Alice,DEEP_WORK,3,7.0,57,BOB,False
66,09:00,Dave,DEEP_WORK,9,7.0,65,BOB,False
66,09:00,Bob,DEEP_WORK,8,7.0,63,MARK,False
67,09:30,Dave,DEEP_WORK,3,7.0,86,BOB,False
67,09:30,Mark,DEEP_WORK,9,7.0,85,BOB,False
67,09:30,Alice,DEEP_WORK,3,7.0,72,BOB,False
67,09:30,Bob,DEEP_WORK,8,7.0,85,MARK,False
68,10:00,Mark,DEEP_WORK,4,7.0,100,BOB,False
68,10:00,Dave,DEEP_WORK,9,7.0,100,BOB,False
68,10:00,Alice,DEEP_WORK,2,7.0,95,BOB,False
68,10:00,Bob,DEEP_WORK,6,7.0,100,MARK,False
69,10:30,Dave,SOCIALIZE,8,7.0,100,BOB,False
69,10:30,Alice,DEEP_WORK,2,7.0,100,BOB,False
69,10:30,Mark,SOCIALIZE,3,7.0,100,BOB,False
69,10:30,Bob,SOCIALIZE,5,7.0,100,MARK,False
70,11:00,Mark,SOCIALIZE,4,7.0,100,BOB,False
70,11:00,Alice,SOCIALIZE,2,7.0,100,BOB,False
70,11:00,Dave,SOCIALIZE,4,7.0,100,BOB,False
70,11:00,Bob,SOCIALIZE,3,7.0,100,MARK,False
71,11:30,Alice,SOCIALIZE,3,7.0,100,BOB,False
71,11:30,Mark,SOCIALIZE,8,7.0,100,BOB,False
71,11:30,Dave,SOCIALIZE,2,7.0,100,BOB,False
71,11:30,Bob,SOCIALIZE,3,7.0,100,MARK,False
72,12:00,Dave,SOCIALIZE,2,7.0,100,BOB,False
72,12:00,Alice,SOCIALIZE,4,7.0,100,BOB,False
72,12:00,Mark,SOCIALIZE,10,7.0,100,BOB,False
72,12:00,Bob,SOCIALIZE,1,7.0,100,MARK,False
73,12:30,Alice,SOCIALIZE,3,7.0,100,BOB,False
73,12:30,Dave,SOCIALIZE,2,7.0,100,BOB,False
73,12:30,Bob,SOCIALIZE,4,7.0,100,MARK,False
73,12:30,Mark,SOCIALIZE,3,7.0,100,BOB,False
74,13:00,Mark,SOCIALIZE,7,7.0,100,BOB,False
74,13:00,Dave,SOCIALIZE,3,7.0,100,BOB,False
74,13:00,Alice,SOCIALIZE,3,7.0,100,BOB,False
74,13:00,Bob,SOCIALIZE,5,7.0,100,MARK,False
75,13:30,Mark,SOCIALIZE,3,7.0,100,BOB,False
75,13:30,Dave,SOCIALIZE,2,7.0,100,BOB,False
75,13:30,Alice,SOCIALIZE,2,7.0,100,BOB,False
